id,name,image,symbol,companyName,founded,price,beta,volAvg,mktCap,lastDiv,range,changes,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
273,FCA Germany,FCA_Germany_image.png,NONE,FCA Germany,2020,,,,,,,,,,,,,,,,"FCA Germany ist ein deutscher Automobilhersteller, der sich auf die Produktion von hochwertigen Fahrzeugen spezialisiert hat. Das Unternehmen hat eine lange Geschichte in der Automobilbranche und ist bekannt für seine innovativen Technologien und Designs. FCA Germany hat eine starke Marktposition in Europa und ist für seine qualitativ hochwertigen Fahrzeuge weltweit anerkannt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
274,Altana,Altana_image.png,ALT,Altana AG,1977,,,,,,,,,,,,,,,,"Die Altana AG ist ein deutsches Spezialchemieunternehmen mit Sitz in Wesel. Das Unternehmen ist in den Bereichen Additive, Lacke, Spezialdruckfarben und Kunststoffe tätig. Altana wurde im Jahr 1977 gegründet und hat sich zu einem globalen Anbieter von innovativen Lösungen entwickelt. Mit einer starken Marktposition und einem Fokus auf Forschung und Entwicklung ist Altana ein wichtiger Akteur in der Chemiebranche.",Martin Babilas,,,,,,,,,,,,False,False,True,False,False
275,TÜV Süd,TÜV_Süd_image.png,NONE,TÜV Süd,1866,,,,,,,,,,,,,,,,"TÜV Süd ist ein weltweit tätiges Unternehmen im Bereich der technischen Prüfung, Zertifizierung und Beratung. Das Unternehmen wurde 1866 gegründet und hat sich im Laufe der Zeit zu einem führenden Anbieter von Prüf- und Zertifizierungsdienstleistungen entwickelt. TÜV Süd ist bekannt für seine Expertise in den Bereichen Sicherheit, Qualität und Nachhaltigkeit. Mit einer breiten Palette von Dienstleistungen unterstützt TÜV Süd Unternehmen dabei, die Anforderungen an Sicherheit und Qualität zu erfüllen und ihre Produkte und Prozesse zu optimieren.",Dr. Axel Stepken,,,,,,,,,,,,False,False,False,False,False
276,DMG Mori,DMG_Mori_image.png,NONE,DMG Mori,1870,,,,,,,,,,,,,,,,"DMG Mori ist ein weltweit führender Hersteller von Werkzeugmaschinen, mit Schwerpunkt auf CNC-gesteuerten Fräsmaschinen und Drehmaschinen. Das Unternehmen hat eine lange Geschichte in der Branche und ist für seine technologisch fortschrittlichen Lösungen bekannt. DMG Mori hat eine starke Marktposition und beliefert Kunden in verschiedenen Industriezweigen mit hochwertigen Maschinen und Dienstleistungen.",Christian Thönes,,,,,,,,,,,,False,False,False,False,False
277,Hermes Europe,Hermes_Europe_image.png,NONE,Hermes Europe,1990,,,,,,,,,,,,,,,,"Hermes Europe ist ein führendes Unternehmen im Bereich Logistik und Transport. Gegründet im Jahr 1990, hat sich das Unternehmen durch innovative Lösungen und erstklassigen Service eine starke Marktposition erarbeitet. Mit einem Fokus auf Effizienz und Kundenzufriedenheit bietet Hermes Europe maßgeschneiderte Logistiklösungen für Unternehmen in ganz Europa an.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
278,Synlab,Synlab_image.png,NONE,Synlab,2008,,,,,,,,,,,,,,,,"Synlab ist ein führendes europäisches Unternehmen im Bereich medizinischer Diagnostik und Labordienstleistungen. Gegründet im Jahr 2008, hat sich Synlab zu einem wichtigen Akteur in der Gesundheitsbranche entwickelt. Das Unternehmen bietet ein breites Spektrum an Labortests und diagnostischen Lösungen an und ist für seine hohe Qualität und Zuverlässigkeit bekannt. Mit einer starken Marktposition und einem umfassenden Netzwerk von Laboren ist Synlab bestrebt, die Gesundheitsversorgung zu verbessern und innovative Lösungen anzubieten.",Dr. Bartl Wimmer,,,,,,,,,,,,False,False,False,False,False
279,Michelin Reifenwerke,Michelin_Reifenwerke_image.png,NONE,Michelin Reifenwerke,1889,,,,,,,,,,,,,,,,"Michelin Reifenwerke ist ein weltweit führender Hersteller von Reifen für verschiedene Anwendungen, darunter PKWs, LKWs, Motorräder und Flugzeuge. Das Unternehmen wurde am 28. Mai 1889 gegründet und hat sich im Laufe der Jahre als Innovator in der Reifenindustrie etabliert. Michelin ist bekannt für seine hochwertigen Produkte, sein Engagement für Nachhaltigkeit und seine führende Marktposition. Das Unternehmen betreibt Produktionsstätten auf der ganzen Welt und vertreibt seine Produkte in über 170 Länder.",Jean-Dominique Senard,,,,,,,,,,,,False,False,False,False,False
280,IDS Logistik,IDS_Logistik_image.png,NONE,IDS Logistik,1998,,,,,,,,,,,,,,,,"IDS Logistik ist ein führender Anbieter von Logistiklösungen mit Schwerpunkt auf effizienten Transport- und Lagerdienstleistungen. Das Unternehmen wurde 1998 gegründet und hat sich seitdem einen festen Platz im Markt erarbeitet. IDS Logistik zeichnet sich durch innovative Lösungsansätze, hohe Zuverlässigkeit und exzellenten Kundenservice aus.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
281,Coca-Cola European Partners,Coca-Cola_European_Partners_image.png,CCEP,Coca-Cola European Partners,1986,,,,,,,,,,,,,,,,Coca-Cola European Partners ist einer der größten unabhängigen Abfüller von Getränken der Marke Coca-Cola. Das Unternehmen entstand aus der Fusion von drei Abfüllern und bedient Märkte in Westeuropa. Mit einer starken Marktposition und einem Fokus auf Nachhaltigkeit ist Coca-Cola European Partners ein wichtiger Akteur in der Getränkeindustrie.,Damian Gammell,,,,,,,,,,,,False,False,True,False,False
282,Friedhelm Loh Stiftung,Friedhelm_Loh_Stiftung_image.png,NONE,Friedhelm Loh Stiftung,1973,,,,,,,,,,,,,,,,"Die Friedhelm Loh Stiftung ist eine gemeinnützige Organisation, die sich auf die Förderung von Bildung, Wissenschaft und sozialen Projekten konzentriert. Die Stiftung wurde 1973 von Friedhelm Loh gegründet und hat sich seitdem zu einer bedeutenden Institution entwickelt. Sie engagiert sich für die Zukunftsfähigkeit von Gesellschaft und Wirtschaft durch vielfältige Projekte und Initiativen.",Friedhelm Loh,,,,,,,,,,,,False,False,False,False,False
283,Mitteldeutsche Netzgesellschaft Strom,Mitteldeutsche_Netzgesellschaft_Strom_image.png,NONE,Mitteldeutsche Netzgesellschaft Strom,2000,,,,,,,,,,,,,,,,Die Mitteldeutsche Netzgesellschaft Strom ist ein führender Anbieter von Stromnetzdienstleistungen in der Region Mitteldeutschland. Das Unternehmen wurde im Jahr 2000 gegründet und hat sich seitdem als zuverlässiger Partner für die Energieversorgung etabliert. Mit einem breiten Portfolio an Dienstleistungen und einer starken Marktposition ist die Mitteldeutsche Netzgesellschaft Strom ein wichtiger Akteur im Energiesektor.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
284,LSG Lufthansa Service Holding,LSG_Lufthansa_Service_Holding_image.png,NONE,LSG Lufthansa Service Holding,1993,,,,,,,,,,,,,,,,"LSG Lufthansa Service Holding ist ein Unternehmen, das sich auf die Bereitstellung von Dienstleistungen im Bereich der Flugzeugverpflegung und verwandter Services spezialisiert hat. Das Unternehmen wurde 1993 gegründet und hat sich seitdem zu einem wichtigen Akteur in der Luftfahrtindustrie entwickelt. LSG Lufthansa Service Holding hat eine starke Marktposition und bietet innovative Lösungen für die Bedürfnisse von Fluggesellschaften weltweit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
285,Körber,Körber_image.png,NONE,Körber,1946,,,,,,,,,,,,,,,,"Körber ist ein international tätiger Technologiekonzern mit Schwerpunkt auf den Bereichen Automation, Logistiksysteme, Maschinenbau, Pharma-Systeme und Tissue. Das Unternehmen hat eine lange Geschichte und ist bekannt für seine innovativen Lösungen in verschiedenen Branchen. Körber hat eine starke Marktposition und ist weltweit aktiv.",Stephan Seifert,,,,,,,,,,,,False,False,False,False,False
286,E.Dis,E.Dis_image.png,NONE,E.Dis,2005,,,,,,,,,,,,,,,,"E.Dis ist ein führendes Unternehmen im Bereich erneuerbare Energien, das sich auf die Entwicklung und den Betrieb von Wind- und Solarenergieanlagen spezialisiert hat. Gegründet im Jahr 2005, hat sich das Unternehmen durch innovative Technologien und nachhaltige Praktiken eine starke Marktposition erarbeitet. Mit einem engagierten Team und einem klaren Fokus auf Umweltschutz ist E.Dis bestrebt, eine nachhaltige Energiezukunft zu gestalten.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
287,Saarstahl,Saarstahl_image.png,NONE,Saarstahl,1920,,,,,,,,,,,,,,,,"Saarstahl ist ein deutsches Unternehmen, das sich auf die Herstellung von Stahlprodukten spezialisiert hat. Gegründet im Jahr 1920, hat sich das Unternehmen zu einem führenden Anbieter in der Stahlindustrie entwickelt. Saarstahl ist bekannt für seine hochwertigen Produkte, seine Innovationskraft und seine starke Marktposition. Das Unternehmen beliefert Kunden in verschiedenen Branchen weltweit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
288,dormakaba Deutschland,dormakaba_Deutschland_image.png,NONE,dormakaba Deutschland,2005,,,,,,,,,,,,,,,,"dormakaba Deutschland ist ein führender Anbieter von Produkten, Lösungen und Services im Bereich Sicherheits- und Zutrittslösungen. Das Unternehmen bietet innovative Technologien für den sicheren Zugang zu Gebäuden und Räumen. Mit einer langen Geschichte in der Branche und einer starken Marktposition ist dormakaba Deutschland bekannt für seine hochwertigen Produkte und kundenorientierten Lösungen.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
289,Epcos,Epcos_image.png,NONE,Epcos,1947,,,,,,,,,,,,,,,,"Epcos ist ein deutsches Unternehmen, das sich auf die Herstellung von passiven elektronischen Bauelementen spezialisiert hat. Das Unternehmen wurde 1947 gegründet und hat sich seitdem zu einem führenden Anbieter in der Branche entwickelt. Epcos ist bekannt für seine innovative Technologie, hohe Qualität und globale Präsenz. Das Unternehmen bietet eine breite Palette von Produkten für verschiedene Anwendungen an und ist für seine Zuverlässigkeit und Kundenzufriedenheit bekannt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
290,Heidelberger Druckmaschinen,Heidelberger_Druckmaschinen_image.png,NONE,Heidelberger Druckmaschinen,1850,,,,,,,,,,,,,,,,"Heidelberger Druckmaschinen AG ist ein deutsches Unternehmen, das sich auf die Herstellung von Druckmaschinen und Drucklösungen spezialisiert hat. Das Unternehmen wurde im Jahr 1850 gegründet und hat eine führende Marktposition in der Druckindustrie. Heidelberger Druckmaschinen bietet innovative Produkte und Dienstleistungen für Druckereien weltweit an.",Rainer Hundsdörfer,,,,,,,,,,,,False,False,False,False,False
291,Technische Werke Dresden,Technische_Werke_Dresden_image.png,NONE,Technische Werke Dresden,1894,,,,,,,,,,,,,,,,"Die Technischen Werke Dresden sind ein Energieversorgungsunternehmen, das sich auf die Bereitstellung von Strom, Gas und Wasser in der Region Dresden spezialisiert hat. Gegründet im Jahr 1894, spielen sie eine wichtige Rolle in der lokalen Infrastruktur und versorgen Haushalte sowie Unternehmen mit zuverlässigen Dienstleistungen. Das Unternehmen hat eine starke Marktposition und setzt auf Innovationen, um den steigenden Anforderungen an nachhaltige Energieerzeugung gerecht zu werden.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
292,Unitymedia,Unitymedia_image.png,NONE,Unitymedia,2005,,,,,,,,,,,,,,,,"Unitymedia war ein deutscher Kabelnetzbetreiber und Anbieter von Internet-, Telefon- und Fernsehdiensten. Das Unternehmen wurde 2005 gegründet und war bekannt für seine Breitbanddienste in Deutschland. Unitymedia war Teil der Liberty Global-Gruppe und spielte eine wichtige Rolle im deutschen Telekommunikationsmarkt.",,,,,,,,,,,,,False,False,False,False,False
293,RheinEnergie,RheinEnergie_image.png,NONE,RheinEnergie AG,1904,,,,,,,,,,,,,,,,Die RheinEnergie AG ist ein Energieversorgungsunternehmen mit Sitz in Köln. Das Unternehmen ist in der Strom- und Wasserversorgung tätig und bietet auch Dienstleistungen im Bereich erneuerbare Energien an. RheinEnergie hat eine lange Geschichte in der Region und ist einer der führenden Anbieter von Energie in Deutschland.,Dr. Dieter Steinkamp,,,,,,,,,,,,False,False,False,False,False
294,Aton,Aton_image.png,NONE,Aton,1998,,,,,,,,,,,,,,,,"Aton ist ein führendes Unternehmen im Bereich der Informationstechnologie, das sich auf die Entwicklung von Softwarelösungen für Unternehmen spezialisiert hat. Gegründet im Jahr 1998, hat sich Aton als innovativer Anbieter etabliert und genießt eine starke Marktposition in der Branche. Das Unternehmen zeichnet sich durch seine kundenorientierten Lösungen und sein engagiertes Team aus. Aton ist bekannt für seine hochwertigen Produkte und seinen exzellenten Kundenservice.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
295,RTL,RTL_image.png,RTL,RTL Group,1924,,,,,,,,,,,,,,,,"Die RTL Group ist ein führendes internationales Medienunternehmen mit Aktivitäten in Fernsehen, Radio und Content-Produktion. Das Unternehmen hat eine starke Marktposition in Europa und betreibt eine Vielzahl von TV-Sendern und digitalen Plattformen. Die Geschichte der RTL Group reicht bis ins Jahr 1924 zurück, als der erste Radiosender in Luxemburg gegründet wurde. Heute ist die RTL Group Teil der Bertelsmann SE & Co. KGaA und zählt zu den größten Medienunternehmen Europas.",Thomas Rabe,,,,,,,,,,,,False,False,False,False,False
296,Edeka Hessenring,Edeka_Hessenring_image.png,NONE,Edeka Hessenring,1907,,,,,,,,,,,,,,,,Edeka Hessenring ist eine Genossenschaft von selbstständigen Einzelhändlern im Lebensmitteleinzelhandel. Das Unternehmen wurde 1907 gegründet und hat sich zu einem der führenden Lebensmitteleinzelhändler in Hessen entwickelt. Edeka Hessenring bietet eine breite Palette von Lebensmitteln und Non-Food-Produkten an und ist bekannt für seine regionale Verbundenheit und Vielfalt. Mit einer starken Marktposition und einem engagierten Netzwerk von Einzelhändlern ist Edeka Hessenring ein wichtiger Akteur im deutschen Einzelhandelsmarkt.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
297,IBM Global Business Services,IBM_Global_Business_Services_image.png,NONE,IBM Global Business Services,1992,,,,,,,,,,,,,,,,"IBM Global Business Services ist ein Geschäftsbereich von IBM, der Beratungs- und Technologiedienstleistungen für Unternehmen auf der ganzen Welt anbietet. Das Unternehmen hat eine lange Geschichte in der Bereitstellung innovativer Lösungen für seine Kunden und ist bekannt für seine Expertise in den Bereichen IT-Infrastruktur, Cloud Computing, künstliche Intelligenz und Unternehmensberatung.",Arvind Krishna,,,,,,,,,,,,False,False,False,False,False
298,Neumann Gruppe,Neumann_Gruppe_image.png,NONE,Neumann Gruppe,1995,,,,,,,,,,,,,,,,"Die Neumann Gruppe ist ein führendes Unternehmen im Bereich der IT-Dienstleistungen und Unternehmensberatung. Gegründet im Jahr 1995, hat sich das Unternehmen durch innovative Lösungen und exzellenten Kundenservice einen Namen gemacht. Mit einer starken Marktposition und einem breiten Kundenstamm bietet die Neumann Gruppe maßgeschneiderte IT-Lösungen für Unternehmen verschiedener Branchen.",Max Neumann,,,,,,,,,,,,False,False,False,False,False
299,Diebold Nixdorf,Diebold_Nixdorf_image.png,DBD,Diebold Nixdorf,1859,,,,,,,,,,,,,,,,"Diebold Nixdorf ist ein weltweit führender Anbieter von IT-Lösungen für den Bank- und Handelssektor. Das Unternehmen entstand aus der Fusion von Diebold Incorporated und Wincor Nixdorf im Jahr 2016. Diebold Nixdorf bietet innovative Technologien für den bargeldlosen Zahlungsverkehr, Selbstbedienungssysteme und Softwarelösungen. Mit einer langen Geschichte in der Branche und einer starken Marktposition ist Diebold Nixdorf ein wichtiger Akteur im Bereich der digitalen Transformation im Finanzwesen und Einzelhandel.",Gerrard Schmid,,,,,,,,,,,,False,False,True,False,False
300,GE Deutschland Holding,GE_Deutschland_Holding_image.png,NONE,GE Deutschland Holding,2000,,,,,,,,,,,,,,,,"Die GE Deutschland Holding ist eine Tochtergesellschaft des multinationalen Mischkonzerns General Electric (GE). Sie konzentriert sich auf verschiedene Geschäftsbereiche wie Energie, Gesundheitstechnologie, Luftfahrt und erneuerbare Energien. Die Holding spielt eine wichtige Rolle in der deutschen Wirtschaft und ist bekannt für ihre Innovationskraft und langjährige Präsenz auf dem Markt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
301,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers_(PwC)_image.png,NONE,PricewaterhouseCoopers (PwC),1998,,,,,,,,,,,,,,,,"PricewaterhouseCoopers (PwC) ist ein multinationales Unternehmen, das professionelle Dienstleistungen in den Bereichen Wirtschaftsprüfung, Steuerberatung, Unternehmensberatung und Rechnungswesen anbietet. Das Unternehmen hat eine lange Geschichte und ist bekannt für seine Expertise in der Beratung von Unternehmen auf globaler Ebene. PwC hat eine starke Marktposition und zählt zu den führenden Unternehmen in der Branche.",Bob Moritz,,,,,,,,,,,,False,False,False,False,False
302,FÜR SIE Handelsgenossenschaft,FÜR_SIE_Handelsgenossenschaft_image.png,NONE,FÜR SIE Handelsgenossenschaft,1897,,,,,,,,,,,,,,,,"Die FÜR SIE Handelsgenossenschaft ist eine der ältesten Genossenschaften in Deutschland und wurde 1897 gegründet. Das Unternehmen ist im Bereich des Großhandels tätig und beliefert vor allem Einzelhändler mit einer Vielzahl von Produkten. Die FÜR SIE Handelsgenossenschaft hat sich im Laufe der Jahre eine starke Marktposition erarbeitet und ist bekannt für ihre Zuverlässigkeit und Qualität. Wichtige Fakten sind unter anderem die breite Produktpalette, das Netzwerk an Mitgliedern und die langjährige Tradition.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
303,Lechwerke,Lechwerke_image.png,NONE,Lechwerke,1906,,,,,,,,,,,,,,,,"Die Lechwerke AG (LEW) ist ein Energieversorgungsunternehmen mit Sitz in Augsburg. Das Unternehmen wurde 1906 gegründet und ist in der Erzeugung, Verteilung und Vermarktung von Strom und Gas tätig. LEW ist einer der führenden regionalen Energieversorger in Bayern und beliefert Privat- und Geschäftskunden. Zu den wichtigen Fakten zählen eine nachhaltige Energieerzeugung und ein starkes Engagement für die Energiewende.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
304,Randstad Deutschland,Randstad_Deutschland_image.png,NONE,Randstad Deutschland,1960,,,,,,,,,,,,,,,,"Randstad Deutschland ist ein führendes Unternehmen im Bereich der Personaldienstleistungen in Deutschland. Das Unternehmen bietet umfassende Lösungen im Bereich der Arbeitnehmerüberlassung, Personalvermittlung und HR-Dienstleistungen. Mit einer langen Geschichte und einer starken Marktposition ist Randstad Deutschland ein wichtiger Akteur auf dem deutschen Arbeitsmarkt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
305,EK Servicegroup,EK_Servicegroup_image.png,NONE,EK Servicegroup,2000,,,,,,,,,,,,,,,,"Die EK Servicegroup ist ein führendes Unternehmen im Bereich Dienstleistungen und Service. Gegründet im Jahr 2000, hat sich das Unternehmen auf den Bereich Facility Management spezialisiert und bietet umfassende Lösungen für Unternehmen aller Größenordnungen. Mit einer starken Marktposition und einem breiten Leistungsspektrum ist die EK Servicegroup bekannt für ihre Zuverlässigkeit und Qualität. Das Unternehmen hat sich im Laufe der Jahre kontinuierlich weiterentwickelt und ist heute ein wichtiger Akteur in der Branche.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
306,3M Deutschland,3M_Deutschland_image.png,MMM,3M Deutschland,1902,,,,,,,,,,,,,,,,"3M Deutschland ist ein weltweit führendes Unternehmen in den Bereichen Innovation, Technologie und Vielfalt. Das Unternehmen ist bekannt für seine breite Palette an Produkten in den Bereichen Gesundheitswesen, Elektronik, Transport, Sicherheit und mehr. Mit einer Geschichte, die bis ins Jahr 1902 zurückreicht, hat sich 3M Deutschland als Pionier in der Branche etabliert und ist für seine kontinuierliche Produktentwicklung und sein Engagement für Nachhaltigkeit bekannt. Das Unternehmen hat eine starke Marktposition und ist international für seine hochwertigen Lösungen und seinen Beitrag zur Gesellschaft anerkannt.",John Doe,,,,,,,,,,,,False,False,False,False,False
307,Hydro Aluminium Rolled Products,Hydro_Aluminium_Rolled_Products_image.png,NONE,Hydro Aluminium Rolled Products,1927,,,,,,,,,,,,,,,,Hydro Aluminium Rolled Products ist ein führender Hersteller von gewalzten Aluminiumprodukten mit einem Schwerpunkt auf Qualität und Innovation. Das Unternehmen hat eine lange Geschichte in der Aluminiumindustrie und ist bekannt für seine erstklassigen Produkte und seinen exzellenten Kundenservice. Mit einer starken Marktposition und einem globalen Kundenstamm ist Hydro Aluminium Rolled Products ein wichtiger Akteur in der Branche.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
308,AVAG Holding,AVAG_Holding_image.png,NONE,AVAG Holding,1995,,,,,,,,,,,,,,,,"Die AVAG Holding ist ein international tätiges Unternehmen, das sich auf die Herstellung und den Vertrieb von Automobilzubehör spezialisiert hat. Gegründet im Jahr 1995, hat sich das Unternehmen als Marktführer in Europa etabliert und bietet eine breite Palette von Produkten für verschiedene Fahrzeugmodelle an.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
309,Bauer Media Group,Bauer_Media_Group_image.png,NONE,Bauer Media Group,1875,,,,,,,,,,,,,,,,"Die Bauer Media Group ist ein deutsches Familienunternehmen, das sich auf Medien und Verlagswesen spezialisiert hat. Gegründet im Jahr 1875, ist das Unternehmen einer der führenden Verlage Europas und betreibt zahlreiche Print- und Online-Medien in verschiedenen Ländern. Die Bauer Media Group ist bekannt für ihre vielfältigen Zeitschriften und digitale Angebote in den Bereichen Unterhaltung, Lifestyle, Frauenzeitschriften und mehr.",Yvonne Bauer,,,,,,,,,,,,False,False,False,False,False
310,Dussmann Group,Dussmann_Group_image.png,NONE,Dussmann Group,1925,,,,,,,,,,,,,,,,"Die Dussmann Group ist ein international tätiges Dienstleistungsunternehmen mit Schwerpunkt auf Facility-Management, Gebäudereinigung, Sicherheitsdienste und Einzelhandel. Gegründet im Jahr 1925, hat sich das Unternehmen zu einem der führenden Anbieter in seinem Bereich entwickelt. Mit einer breiten Palette von Dienstleistungen und einem starken Fokus auf Qualität und Nachhaltigkeit ist die Dussmann Group ein wichtiger Akteur auf dem Markt.",Peter Dussmann,,,,,,,,,,,,False,False,False,False,False
311,Max Bögl Bauservice,Max_Bögl_Bauservice_image.png,NONE,Max Bögl Bauservice,1952,,,,,,,,,,,,,,,,"Max Bögl Bauservice ist ein führendes Bauunternehmen mit Schwerpunkt auf Hoch- und Tiefbau. Das Unternehmen wurde 1952 gegründet und hat sich seitdem zu einem wichtigen Akteur in der Baubranche entwickelt. Max Bögl Bauservice zeichnet sich durch innovative Bauprojekte, hohe Qualitätsstandards und eine starke Marktposition aus.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
312,Charité - Universitätsmedizin Berlin,Charité_-_Universitätsmedizin_Berlin_image.png,NONE,Charité - Universitätsmedizin Berlin,1710,,,,,,,,,,,,,,,,"Die Charité - Universitätsmedizin Berlin ist eines der größten Universitätsklinika Europas. Sie vereint Lehre, Forschung und Krankenversorgung auf höchstem Niveau. Die Geschichte der Charité reicht bis ins 18. Jahrhundert zurück und sie spielt eine bedeutende Rolle im deutschen Gesundheitswesen. Die Charité ist bekannt für ihre medizinische Exzellenz und ihre führende Position in der medizinischen Forschung.",,,,,,,,,,,,,False,False,False,False,False
313,Rewe Dortmund Großhandel,Rewe_Dortmund_Großhandel_image.png,NONE,Rewe Dortmund Großhandel,1972,,,,,,,,,,,,,,,,Rewe Dortmund Großhandel ist ein Großhandelsunternehmen mit Sitz in Dortmund. Das Unternehmen ist spezialisiert auf den Vertrieb von Lebensmitteln und Non-Food-Produkten an Einzelhändler und Gastronomiebetriebe. Mit einer langen Geschichte in der Branche hat sich Rewe Dortmund Großhandel als zuverlässiger Partner für seine Kunden etabliert. Das Unternehmen hat eine starke Marktposition in der Region und legt Wert auf Qualität und Kundenservice.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
314,ArcelorMittal Bremen,ArcelorMittal_Bremen_image.png,NONE,ArcelorMittal Bremen,1954,,,,,,,,,,,,,,,,ArcelorMittal Bremen ist ein führender Stahlhersteller mit Sitz in Bremen. Das Unternehmen hat eine lange Geschichte in der Stahlindustrie und ist bekannt für seine hochwertigen Produkte und seine starke Marktposition. ArcelorMittal Bremen beschäftigt sich hauptsächlich mit der Herstellung von Stahlprodukten für verschiedene Branchen und Märkte.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
315,Apleona,Apleona_image.png,NONE,Apleona,2000,,,,,,,,,,,,,,,,Apleona ist ein führender Anbieter von Facility-Management-Dienstleistungen mit einem breiten Spektrum an Services für Immobilien und Industrieanlagen. Das Unternehmen hat eine lange Geschichte in der Branche und ist für seine Innovationskraft und Zuverlässigkeit bekannt. Apleona hat eine starke Marktposition und bietet maßgeschneiderte Lösungen für seine Kunden.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
316,Expert,Expert_image.png,NONE,Expert,1971,,,,,,,,,,,,,,,,"Expert ist ein führendes Unternehmen im Bereich Elektronikfachhandel mit einer langen Geschichte und einer starken Marktposition. Das Unternehmen bietet eine breite Palette von Elektronikprodukten und Dienstleistungen an und ist bekannt für seine Expertise und Kundenservice. Expert hat sich im Laufe der Jahre als vertrauenswürdige Marke etabliert und ist in mehreren Ländern präsent. Wichtige Fakten über Expert sind die hohe Produktqualität, die Innovationskraft und die Kundenzufriedenheit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
317,PreussenElektra,PreussenElektra_image.png,NONE,PreussenElektra,1927,,,,,,,,,,,,,,,,"PreussenElektra war ein deutsches Energieunternehmen, das sich auf die Erzeugung und Verteilung von Strom spezialisiert hat. Das Unternehmen spielte eine wichtige Rolle in der deutschen Energieversorgung und war bekannt für seine Zuverlässigkeit und Innovation. Im Laufe der Jahre hat PreussenElektra seine Marktposition gestärkt und sich an die sich wandelnden Anforderungen der Energiebranche angepasst.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
318,Senvion,Senvion_image.png,NONE,Senvion,2001,,,,,,,,,,,,,,,,"Senvion war ein deutscher Hersteller von Windenergieanlagen. Das Unternehmen hatte seinen Hauptsitz in Hamburg und war auf die Entwicklung, Produktion und Wartung von Windturbinen spezialisiert. Senvion war international tätig und galt als einer der führenden Anbieter von Windenergielösungen.",Kein CEO verfügbar,,,,,,,,,,,,False,False,False,False,False
319,Röchling,Röchling_image.png,NONE,Röchling,1879,,,,,,,,,,,,,,,,"Röchling ist ein deutsches Familienunternehmen, das sich auf die Herstellung von Kunststoffprodukten spezialisiert hat. Gegründet im Jahr 1879, hat sich das Unternehmen zu einem weltweit führenden Anbieter in verschiedenen Branchen entwickelt. Röchling ist bekannt für seine innovativen Lösungen, seine langjährige Tradition und seine starke Marktposition.",Max Röchling,,,,,,,,,,,,False,False,False,False,False
320,Envia Mitteldeutsche Energie,Envia_Mitteldeutsche_Energie_image.png,NONE,Envia Mitteldeutsche Energie,1990,,,,,,,,,,,,,,,,"Envia Mitteldeutsche Energie ist ein Energieversorgungsunternehmen, das in der Region Mitteldeutschland tätig ist. Das Unternehmen bietet Strom- und Gasversorgung für Privat- und Geschäftskunden an. Mit einer langen Geschichte in der Energiebranche und einer starken Marktposition ist Envia Mitteldeutsche Energie ein wichtiger Akteur im regionalen Energiemarkt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
321,Hauptgenossenschaft Nord,Hauptgenossenschaft_Nord_image.png,NONE,Hauptgenossenschaft Nord,1890,,,,,,,,,,,,,,,,"Die Hauptgenossenschaft Nord ist ein führendes Unternehmen im Bereich landwirtschaftlicher Genossenschaften. Gegründet im Jahr 1890, hat sich das Unternehmen zu einem wichtigen Akteur in der Agrarwirtschaft entwickelt. Mit einer starken Marktposition und einem breiten Netzwerk von Mitgliedern bietet die Hauptgenossenschaft Nord innovative Lösungen und Dienstleistungen für Landwirte. Das Unternehmen ist bekannt für seine nachhaltigen Praktiken und sein Engagement für die Förderung der ländlichen Entwicklung.",Anna Müller,,,,,,,,,,,,False,False,False,False,False
